order_id,order_purchase_timestamp,customer_state,payment_type,payment_value,product_category_name,price
1594012ccc1b0770373ce691d697e5ae,"2018-04-23 19:05:57",SP,credit_card,362.17,cama_mesa_banho,330
1966886b80f14d0588adf6406afb0026,"2017-08-22 16:01:44",MG,debit_card,68.89,perfumaria,56.99
07a26b88cc90e93f5c9401de11a60793,"2018-08-22 12:19:45",SP,credit_card,20.29,bebes,12.9
175ba47aad2d017d2495c66b763a7df6,"2017-08-05 22:15:00",MG,credit_card,130,moveis_decoracao,49.9
175ba47aad2d017d2495c66b763a7df6,"2017-08-05 22:15:00",MG,credit_card,130,moveis_decoracao,49.9
081e5884f403fbe66f3bce77c72c9230,"2017-10-31 15:09:11",SP,credit_card,43.58,informatica_acessorios,30.21
10266b83757aba75b5fb490bfc84fd64,"2017-08-18 10:44:04",SP,credit_card,131.03,cool_stuff,118.99
09249f4625a56408772a45322aadd544,"2018-08-07 10:19:43",MG,credit_card,138.84,beleza_saude,119.9
059d893dde97f787f2f608d5a5d13e0b,"2018-03-29 11:34:59",DF,boleto,61.94,bebes,42.9
12950f3d9bc12065fc5da141faab5780,"2018-06-29 22:06:25",SP,credit_card,103.82,papelaria,88.9
1233838f2d670d7e4d115557ddcc52bb,"2017-07-25 09:56:48",PR,credit_card,178.89,relogios_presentes,163
0e02536713cb943858f5cd5b34f43e4c,"2017-06-30 10:12:50",RJ,boleto,101.25,moveis_decoracao,84.9
1f70d88d8d6e9880a9e50ee78420c24c,"2018-04-18 00:07:32",SP,credit_card,134.46,moveis_decoracao,49
1afa51208ad0fe3d17577387674e6924,"2017-11-25 23:59:25",GO,voucher,40.1,utilidades_domesticas,25
1161944e39519870ff70405caa44acce,"2017-02-20 13:50:49",MG,credit_card,209.3,climatizacao,187.9
103407760762721e1dbb7247b5f7c331,"2018-08-08 14:22:09",RJ,credit_card,48.3,cama_mesa_banho,29.99
016befe103ce7c9e5b1b7ef359777eea,"2017-09-03 10:11:52",SP,credit_card,60.85,relogios_presentes,49
250eede6202cff2981de57cba5c1b08c,"2017-04-05 12:07:47",MG,voucher,25,perfumaria,48.9
031a7dab65c3430d325ad35ab8a95277,"2018-06-21 22:17:19",PR,credit_card,128.72,construcao_ferramentas_construcao,109.9
1ca9b19a39f0b18a4a1470eba6eb5cda,"2017-05-20 11:04:54",RJ,credit_card,81,informatica_acessorios,93.9
03f9705f9135ccb809e74e902f19b2e8,"2017-04-25 21:15:01",SP,credit_card,30.29,esporte_lazer,19.33
1de3194cbc4750380afd0b30efc6b18b,"2018-01-30 20:00:25",SP,credit_card,73.06,malas_acessorios,58.9
0bd044f3b358bb88951e3ea66eadcc70,"2017-09-13 11:34:35",RJ,voucher,50,perfumaria,56.99
0a62a2ee479a419db8aebf78129b2f5e,"2017-10-01 21:45:41",PR,credit_card,131.61,cama_mesa_banho,113.57
0849ccbfff0e8fd7168be6a62ca74a0d,"2018-05-08 14:38:21",RJ,credit_card,99.9,relogios_presentes,99.9
230429e6f253f9cd6561aad72ce7ee2f,"2018-07-18 13:30:45",SP,credit_card,131.71,casa_construcao,119.85
24643770500b1396c93afd30d760f444,"2018-05-17 13:57:33",RJ,credit_card,29.73,consoles_games,11.5
1f11f0ab2b0ec59d0ec45f7f810a04f8,"2017-06-15 06:59:08",BA,voucher,27.19,eletrodomesticos,10.4
0203892ed7a2b76401830f4b82a5a34c,"2017-07-08 20:26:08",SP,credit_card,48.62,esporte_lazer,39.9
01f66e58769f84129811d43eefd187fb,"2018-07-09 21:18:01",SP,credit_card,87.62,esporte_lazer,79.8
083fa2fb9d3de18eabbb3427045a1a1f,"2018-07-03 10:24:56",RJ,credit_card,137.93,relogios_presentes,119
062bddc5be851fec2b59598cc33498cd,"2018-05-07 20:22:07",RJ,credit_card,1549.41,telefonia,1520.88
1806fe61d0bb55b8c6b9ea3fd2da7c0c,"2018-02-17 12:10:17",PR,credit_card,371.28,cool_stuff,348
0d21189c5494d8288ee358b3b24f85b4,"2017-07-12 10:36:01",SP,boleto,253.79,informatica_acessorios,234.9
117c312b89fc4ef46fca3f4b0c53829b,"2018-01-20 16:40:34",SP,credit_card,31.71,informatica_acessorios,22.99
0ed1ecbc5549385cca91dd012b659584,"2018-01-08 02:37:14",SP,credit_card,49.47,moveis_decoracao,36.99
130d27e7e69cabe35e3fa920f6b4664d,"2017-04-16 19:32:11",MT,credit_card,506.39,ferramentas_jardim,469.9
21577126c19bf11a0b91592e5844ba78,"2018-03-16 00:14:19",RJ,voucher,9.34,agro_industria_e_comercio,57
1c19fe562ab8176385b8e5fb6566aea2,"2018-05-02 22:40:22",SP,credit_card,135.66,cama_mesa_banho,55
20c452fc8f22663c6a11508ec8ca0726,"2018-06-04 20:31:08",RJ,credit_card,204.24,bebes,180.4
049999b745ab7d4bc3ddf00181c39d56,"2017-11-06 01:15:08",SP,credit_card,32.77,telefonia,24.99
24b1c4d88fdb7a2dc87f8ecc7d8f47f1,"2017-07-28 09:34:29",RJ,credit_card,356.13,perfumaria,339
1467273f73290140b548eeefa70dca8b,"2018-07-19 19:17:20",RJ,boleto,159.08,audio,140
14f81abb54984ba116bc1994d6a34b9d,"2018-06-26 11:41:33",ES,credit_card,31.13,telefonia,15.9
16fda78951899265f9a26ab3c5f17c4c,"2017-11-07 00:27:49",PA,credit_card,269.4,moveis_escritorio,169.99
1cfb97c2bd23fb8142435ff6c9ac2f84,"2017-11-10 11:38:04",RJ,boleto,149.7,perfumaria,135
000e562887b1f2006d75e0be9558292e,"2018-02-22 11:54:42",SP,credit_card,41.11,cool_stuff,25
16d479a0c1dc7afd13f40f670ff94787,"2018-01-24 10:47:49",MG,credit_card,384.93,consoles_games,370
16e6eb900110dfb1f423bfc65820ff87,"2017-11-24 19:34:33",MG,boleto,116.94,brinquedos,99.99
195ff45c167e808ee4f7ef32d7d8c984,"2017-09-21 13:45:32",GO,boleto,336.31,brinquedos,94.99
1fbac32f75f19d1b5242ad8748421730,"2018-01-25 22:07:56",MG,credit_card,72.45,papelaria,59.9
0a1f877f7653fce5563de42726f033ca,"2018-05-12 18:24:44",MG,credit_card,31.73,telefonia,13.5
0c283c8e0c146f4528295a6f4ade284f,"2018-07-15 00:25:23",SP,boleto,158.07,relogios_presentes,139
0973b2846805e4eaacbdff441e3dbc8e,"2018-01-02 17:35:56",RJ,boleto,45.69,eletronicos,28.9
035678e70978296fb0e7469a611c322e,"2018-01-10 05:39:45",SC,voucher,149.9,ferramentas_jardim,179.99
05e6d57ea1f64b4e9a0b37c669515cfc,"2018-07-03 23:29:36",DF,voucher,82.46,brinquedos,42.2
06f539e73d3a46feae1fa4667cc82f98,"2018-01-27 16:04:30",SP,credit_card,56.78,relogios_presentes,49
1dc00931526c6633db6df2a5f862830f,"2017-04-10 18:11:16",MG,credit_card,107.74,cama_mesa_banho,94.5
18f4178d9b3c33fa79c1a0d5eb214023,"2018-05-07 19:12:47",MG,credit_card,305.89,moveis_decoracao,39
18f4178d9b3c33fa79c1a0d5eb214023,"2018-05-07 19:12:47",MG,credit_card,305.89,moveis_decoracao,39
18f4178d9b3c33fa79c1a0d5eb214023,"2018-05-07 19:12:47",MG,credit_card,305.89,moveis_decoracao,39
04b3f8c1795246a5d14db7496d570bc9,"2018-02-08 09:54:26",SP,credit_card,101.96,informatica_acessorios,86.6
03d6e874e44c091359a3ad62f2bec233,"2018-05-02 13:42:27",SP,boleto,68.64,livros_tecnicos,57.49
1064f13c0d4e68e4ef47a2a99cca15f3,"2017-02-04 18:56:39",RJ,boleto,145.57,brinquedos,129.9
0eee1a4b63289dc4fd740238702f8fe8,"2017-04-11 21:22:09",RJ,credit_card,144.66,cool_stuff,129.99
24b0555959f9e29bcb212e1b0ed0b878,"2017-10-06 06:30:11",SP,credit_card,89.76,beleza_saude,81
05c3b5a011d47cd6cd88d4c5d6c15b90,"2017-07-03 16:21:43",PR,voucher,116.94,esporte_lazer,99
23bab630b11eed4b31aaa2edd31ba773,"2017-08-05 14:12:12",RJ,voucher,32.11,market_place,62.8
08915d73ff742886f0b4c9429af3c959,"2018-04-22 21:23:13",SP,boleto,98.16,utilidades_domesticas,89.18
01cc355e35cf24d314afe6de16c38712,"2018-03-26 18:47:24",SP,boleto,46.95,informatica_acessorios,24.89
19d1e5344936559f5f7b21099fdadd0e,"2018-07-02 16:41:22",SP,boleto,79.51,cama_mesa_banho,59.9
0a14f9fc5324099db2a5418351592675,"2018-03-03 10:30:17",RS,credit_card,85.24,informatica_acessorios,70
114b8cdf01e21ff5631995283f233d67,"2017-10-22 18:16:11",BA,credit_card,36.78,telefonia,19.99
121752685a1a4cf853bb87fb3b98f3af,"2017-04-14 14:16:59",SP,credit_card,315.26,informatica_acessorios,299
14e29f83cf6fcd5fcca40380a248eea1,"2018-02-13 11:28:54",SP,credit_card,72.98,cama_mesa_banho,59.9
06d7e8a85f5cfef576c5303ed7d7f2e5,"2016-10-07 12:06:30",MG,credit_card,72.02,cool_stuff,49
0828ce181ff4d87d201f07043986d0d2,"2018-07-15 15:09:05",RS,credit_card,106.62,instrumentos_musicais,59.9
0aeae688def7b96d0f56187115a7a8cf,"2018-06-18 18:19:17",SP,boleto,66.66,beleza_saude,58.99
21577126c19bf11a0b91592e5844ba78,"2018-03-16 00:14:19",RJ,voucher,4.74,agro_industria_e_comercio,57
07ca60831e2821d9443f1a0dccecf9ca,"2017-08-13 12:48:09",MG,credit_card,137.07,cool_stuff,118.99
200cb3a47d4f37e4c7a76abf51fd7ef1,"2017-08-12 10:18:22",RS,credit_card,166.59,moveis_decoracao,150.78
06743668e599a5ca8cfe58b46d058fc1,"2018-08-10 13:22:50",GO,credit_card,148.2,beleza_saude,122.99
0f6665a373c36216e96163b3162404b0,"2018-01-31 11:55:35",GO,voucher,73.7,automotivo,42.6
21577126c19bf11a0b91592e5844ba78,"2018-03-16 00:14:19",RJ,voucher,7.11,agro_industria_e_comercio,57
221fd74ddfd27876ddf1738cce22dd4f,"2017-10-16 09:10:24",SP,credit_card,212.59,cool_stuff,199.99
0bed480c1f9245de6f38a5c738dfc5f3,"2018-02-22 09:28:29",SP,boleto,83.41,eletrodomesticos,69.9
0552997d7a7283a7761acc3a5f9bcefd,"2018-02-24 18:28:51",SP,credit_card,37.09,instrumentos_musicais,22.99
029c366599ce117100419a093b7f6132,"2018-06-17 20:41:20",SP,credit_card,111.71,utilidades_domesticas,99.99
20a0f3d89273ba4b9525ba497e2821e8,"2018-08-08 22:55:31",SP,credit_card,126.9,moveis_decoracao,99.9
20e4793779b086b53af56a8ea4b94f71,"2018-07-26 16:37:10",SP,boleto,350.34,beleza_saude,97.99
20e4793779b086b53af56a8ea4b94f71,"2018-07-26 16:37:10",SP,boleto,350.34,beleza_saude,97.99
20e4793779b086b53af56a8ea4b94f71,"2018-07-26 16:37:10",SP,boleto,350.34,beleza_saude,97.99
16e149da07062935e510ddb0f573299b,"2017-10-23 22:16:49",PR,credit_card,84.14,relogios_presentes,69.9
16a8f7a8bbca3c9cc625c7f5e7b912e8,"2018-03-25 20:16:38",PR,credit_card,119.57,esporte_lazer,99.9
13dabdb9dbb49bde13dd90285c2640eb,"2018-02-12 19:26:15",SC,credit_card,95.31,informatica_acessorios,80
0c9850b2c179c1ef60d2855e2751d1fa,"2017-09-04 15:17:11",MA,credit_card,148.14,moveis_decoracao,38.4
0c9850b2c179c1ef60d2855e2751d1fa,"2017-09-04 15:17:11",MA,credit_card,148.14,moveis_decoracao,38.4
1e0fdb7395b6eab4335b7a41b88813e4,"2018-02-25 12:13:36",SP,credit_card,36.78,relogios_presentes,29
17229fc3b255deaf774bd892c1673951,"2018-06-04 12:12:32",SP,boleto,97.85,fashion_bolsas_e_acessorios,83.9
17854cb973394948ffc171595b2ea615,"2018-06-24 18:48:25",SP,credit_card,94.85,sinalizacao_e_seguranca,86.5
0796436a57062ff1b4a95616fdf3f2fa,"2018-08-19 18:34:21",SP,credit_card,367.45,beleza_saude,349.9
088833da9e3a3578817cee729d4e0a97,"2017-12-26 14:14:14",SP,credit_card,90.46,moveis_decoracao,76.9
112f6cd3047e7f158607233e26206398,"2018-01-03 16:29:52",SP,boleto,119.89,moveis_cozinha_area_de_servico_jantar_e_jardim,74.9
0e344e615390f8528b42e277875f0ba0,"2018-05-09 09:16:24",SP,credit_card,51.79,cama_mesa_banho,39
00bcee890eba57a9767c7b5ca12d3a1b,"2017-07-22 20:51:26",DF,credit_card,772.5,informatica_acessorios,165.5
2451b9756f310d4cff5c7987b393870d,"2017-07-18 13:02:38",PR,credit_card,349.7,esporte_lazer,160
2451b9756f310d4cff5c7987b393870d,"2017-07-18 13:02:38",PR,credit_card,349.7,esporte_lazer,160
04a59fe46fc5aa341da5378c195ed53c,"2017-11-26 09:32:06",PR,credit_card,75.18,bebes,60
22c3c17767ef06b388b1a0e1820d5338,"2017-11-27 12:28:47",SP,credit_card,123.89,moveis_decoracao,111.9
04ad6306c963b60d59a354f6cb9a3e13,"2018-03-19 13:21:27",SP,credit_card,232.97,esporte_lazer,219
0d09617395364c88c4ad7c457b439314,"2018-06-04 08:33:09",PE,credit_card,143.9,beleza_saude,122.99
00fb055886536063afa0dbee07a0944f,"2017-05-24 09:04:32",RJ,boleto,57.38,brinquedos,11.9
00fb055886536063afa0dbee07a0944f,"2017-05-24 09:04:32",RJ,boleto,57.38,brinquedos,11.9
0611a79fca63467aea19ba6f75536058,"2017-07-10 11:49:42",SP,credit_card,89.56,relogios_presentes,39
03dec253b6e471bd5b0653cc53b79e95,"2017-06-27 10:49:14",RJ,credit_card,158.38,cool_stuff,132.7
176955bde3aeef44537dbc94dd232986,"2017-06-25 20:32:05",MG,credit_card,132.42,moveis_decoracao,50.1
176955bde3aeef44537dbc94dd232986,"2017-06-25 20:32:05",MG,credit_card,132.42,moveis_decoracao,50.1
012670c73246a753cbde0a215c2b9e8f,"2018-03-02 19:01:27",RJ,credit_card,114.84,eletronicos,97.9
1e65b448bd96abe8434d64bc0ae4d609,"2017-08-21 17:06:20",PA,boleto,58.53,informatica_acessorios,32.9
18afb926a658a2f8a047e5cffc102bc6,"2018-03-06 15:44:13",SC,credit_card,83.33,relogios_presentes,65
0a4581df52d24b72b87ae0feb1b11d08,"2018-05-11 13:28:31",SC,credit_card,98.04,moveis_decoracao,79.9
10c7b16de7ade26ab82b8d6a42017e1e,"2017-11-25 11:24:09",MS,credit_card,168.61,cool_stuff,149.99
19fca62dacb4d96e5e9b491e45ff2c8a,"2017-12-18 21:47:55",SP,credit_card,556.86,cama_mesa_banho,259.9
